,x-acc,y-acc,z-acc,x-mag,y-mag,z-mag
39,-1.3467146,-0.42523858,2.3369741,0.901691,1.3625225,-2.1224692
40,-1.2470027,-0.4684411,2.38982,0.901691,1.3625225,-2.1224692
41,-1.1921612,-0.4922025,2.4188855,0.9461913,1.3514684,-2.1975782
42,-1.1848998,-0.43577918,2.4338644,0.95113575,1.3502402,-2.2059236
43,-1.1737285,-0.34897408,2.4569092,0.95113575,1.3502402,-2.2059236
44,-1.162557,-0.26216897,2.479954,0.95113575,1.3502402,-2.2059236
45,-1.1929693,-0.21633753,2.4633853,1.0129417,1.3084804,-2.343944
46,-1.2962055,-0.07803352,2.404316,1.0129417,1.3084804,-2.343944
47,-1.3994417,0.060270406,2.3452463,1.0129417,1.3084804,-2.343944
48,-1.4484975,0.1520927,2.3184319,1.0129417,1.3084804,-2.343944
49,-1.3840684,0.1962922,2.3615675,1.0129417,1.3084804,-2.343944
50,-1.3196392,0.24049175,2.4047034,1.0129417,1.3084804,-2.343944
51,-1.2552099,0.28469124,2.447839,1.0129417,1.3084804,-2.343944
52,-1.2519884,0.2869012,2.4499958,1.1536531,1.2094442,-2.5373867
53,-1.2519884,0.2869012,2.4499958,1.1989775,1.1742347,-2.5930228
54,-1.2519884,0.2869012,2.4499958,1.2443018,1.1390256,-2.6486592
55,-1.2121037,0.79382896,2.706851,1.2601652,1.1267023,-2.6681318
56,-1.2121037,0.79382896,2.706851,1.2601652,1.1267023,-2.6681318
57,-1.2121037,0.79382896,2.706851,1.2601652,1.1267023,-2.6681318
58,-1.2719308,0.29451567,2.2398617,1.2601652,1.1267023,-2.6681318
59,-1.2819021,0.21129683,2.1620305,1.3032234,1.0808074,-2.7311504
60,-1.2819021,0.21129683,2.1620305,1.3485477,1.0324972,-2.7974858
61,-1.2819021,0.21129683,2.1620305,1.393872,0.9841867,-2.8638215
62,-1.5613447,0.7635872,2.1931407,1.420716,0.9559137,-2.8986728
63,-1.5613447,0.7635872,2.1931407,1.4698718,0.9041988,-2.9617422
64,-1.5613447,0.7635872,2.1931407,1.5190272,0.85248375,-3.0248115
65,-1.1886436,0.94520587,2.165487,1.5362316,0.83438355,-3.0468857
66,-1.142056,0.9679082,2.1620305,1.5362316,0.83438355,-3.0468857
67,-1.142056,0.9679082,2.1620305,1.5362316,0.83438355,-3.0468857
68,-1.1566494,0.95215726,2.2187827,1.5362316,0.83438355,-3.0468857
69,-1.2121037,0.89230376,2.4344406,1.5397636,0.83093274,-3.0504777
70,-1.2121037,0.89230376,2.4344406,1.6103988,0.76191795,-3.1223156
71,-1.2121037,0.89230376,2.4344406,1.6810341,0.6929032,-3.1941538
72,-1.3352771,0.7302656,2.3382044,1.6845658,0.6894524,-3.1977456
73,-1.3616717,0.6955432,2.3175824,1.7228932,0.65714765,-3.235839
74,-1.3616717,0.6955432,2.3175824,1.7679844,0.61914194,-3.2806547
75,-1.3616717,0.6955432,2.3175824,1.8040572,0.5887375,-3.3165073
76,-1.5311819,0.46098045,2.426663,1.8040572,0.5887375,-3.3165073
77,-1.5311819,0.46098045,2.426663,1.8040572,0.5887375,-3.3165073
78,-1.563454,0.41208476,2.435637,1.8040572,0.5887375,-3.3165073
79,-1.6710278,0.24909902,2.465551,1.8040572,0.5887375,-3.3165073
80,-1.6710278,0.24909902,2.465551,1.854306,0.5563841,-3.3462565
81,-1.6710278,0.24909902,2.465551,1.9045547,0.52403075,-3.376006
82,-1.6978734,0.12686701,2.3063047,1.9070671,0.5224131,-3.3774931
83,-1.7208838,0.022096675,2.169808,1.924885,0.51975745,-3.3705533
84,-1.7208838,0.022096675,2.169808,1.9694297,0.5131183,-3.3532028
85,-1.6780968,-0.07190935,2.131434,1.9894749,0.51013076,-3.3453953
86,-1.535473,-0.38526267,2.00352,1.9894749,0.51013076,-3.3453953
87,-1.5212108,-0.41659802,1.9907287,1.9894749,0.51013076,-3.3453953
88,-1.47132,-0.42604864,2.0534356,1.9894749,0.51013076,-3.3453953
89,-1.2717576,-0.46385083,2.304263,1.9894749,0.51013076,-3.3453953
90,-1.1619984,-0.484642,2.442218,1.9919473,0.5226587,-3.3155441
91,-1.1619984,-0.484642,2.442218,1.997441,0.55049855,-3.249209
92,-1.153689,-0.49724275,2.4486995,1.9977157,0.5518906,-3.2458923
93,-1.14261,-0.51404375,2.4573412,1.9977157,0.5518906,-3.2458923
94,-1.142056,-0.51488376,2.4577732,1.9658209,0.6123923,-3.1442492
95,-1.1383823,-0.527453,2.3588445,1.9523914,0.63786674,-3.101452
96,-1.1278864,-0.5633651,2.0761902,1.9523914,0.63786674,-3.101452
97,-1.1221136,-0.5831167,1.9207304,1.9523914,0.63786674,-3.101452
98,-1.0993533,-0.66698015,1.898729,1.9523914,0.63786674,-3.101452
99,-1.008312,-1.0024338,1.810724,1.9523914,0.63786674,-3.101452
100,-0.9172706,-1.3378873,1.7227187,1.9523914,0.63786674,-3.101452
101,-0.9127186,-1.35466,1.7183185,1.9085504,0.736813,-2.9697225
102,-0.98713875,-1.2933285,1.7561868,1.8947059,0.76805913,-2.928124
103,-1.2352059,-1.0888901,1.882415,1.8947059,0.76805913,-2.928124
104,-1.3716428,-0.9764488,1.9518409,1.8685294,0.84348685,-2.795579
105,-1.2149783,-0.9639017,1.9488623,1.8452612,0.9105338,-2.677761
106,-0.6927636,-0.92207813,1.9389333,1.8452612,0.9105338,-2.677761
107,-0.17054886,-0.8802543,1.9290045,1.8452612,0.9105338,-2.677761
108,-0.17117222,-0.8613162,1.8659496,1.8452612,0.9105338,-2.677761
109,-0.43851307,-0.69284666,1.2403668,1.8452612,0.9105338,-2.677761
110,-0.70585394,-0.52437717,0.6147839,1.8452612,0.9105338,-2.677761
111,-0.8528914,-0.43171895,0.27071333,1.7822192,1.0299177,-2.4004362
112,-1.1373515,-0.43171895,0.34401363,1.7752144,1.0431826,-2.3696222
113,-1.5437227,-0.43171895,0.44872832,1.7752144,1.0431826,-2.3696222
114,-1.9500943,-0.43171895,0.5534431,1.7752144,1.0431826,-2.3696222
115,-1.8367431,-0.5020246,0.5633722,1.7587329,1.0923119,-2.0004976
116,-1.4548291,-0.7028977,0.57678187,1.7587329,1.0923119,-2.0004976
117,-1.0729153,-0.9037709,0.5901915,1.7587329,1.0923119,-2.0004976
118,-0.86940616,-0.99368733,0.5877233,1.7587329,1.0923119,-2.0004976
119,-0.91303015,-0.8565952,0.5220998,1.7587329,1.0923119,-2.0004976
120,-0.95665413,-0.71950305,0.45647633,1.7587329,1.0923119,-2.0004976
121,-1.0002781,-0.58241093,0.39085287,1.7587329,1.0923119,-2.0004976
122,-1.0024593,-0.5755563,0.38757166,1.777896,1.0875939,-1.5758896
123,-1.0024593,-0.5755563,0.38757166,1.7883606,1.0727772,-1.4658401
124,-1.0024593,-0.5755563,0.38757166,1.798825,1.0579604,-1.3557904
125,-1.5613447,-0.6965234,0.34071168,1.8040572,1.050552,-1.3007656
126,-1.5613447,-0.6965234,0.34071168,1.8040572,1.050552,-1.3007656
127,-1.5613447,-0.6965234,0.34071168,1.8040572,1.050552,-1.3007656
128,-0.93752193,-0.50105447,-0.022404896,1.8040572,1.050552,-1.3007656
129,-0.8127574,-0.46196073,-0.09502822,1.8335755,1.0245378,-1.204788
130,-0.8127574,-0.46196073,-0.09502822,1.8646474,0.9971542,-1.1037588
131,-0.8127574,-0.46196073,-0.09502822,1.8957192,0.9697707,-1.0027297
132,-1.0124305,-0.10643085,0.30182368,1.9117762,0.95369726,-0.9518167
133,-1.0124305,-0.10643085,0.30182368,1.9441506,0.9203597,-0.8497915
134,-1.0124305,-0.10643085,0.30182368,1.9765253,0.887022,-0.74776644
135,-1.0622864,-0.8403608,-0.032807443,1.9894749,0.8736869,-0.7069563
136,-1.0622864,-0.8403608,-0.032807443,1.9894749,0.8736869,-0.7069563
137,-1.0622864,-0.8403608,-0.032807443,1.9894749,0.8736869,-0.7069563
138,-1.1004848,-0.72906667,-0.012219633,1.9894749,0.8736869,-0.7069563
139,-1.1921612,-0.46196073,0.03719095,1.9995657,0.86085314,-0.66136444
140,-1.1921612,-0.46196073,0.03719095,2.0247927,0.8287688,-0.54738444
141,-1.1921612,-0.46196073,0.03719095,2.0500197,0.79668444,-0.4334045
142,-0.8460501,-0.7511056,0.14797851,2.0512807,0.7950802,-0.4277055
143,-0.8027862,-0.78724885,0.16182697,2.056118,0.77201086,-0.35611346
144,-0.8027862,-0.78724885,0.16182697,2.0614922,0.7463781,-0.27656677
145,-0.78179413,-0.76496536,0.34529635,2.063642,0.7361251,-0.24474806
146,-0.7529302,-0.7343257,0.5975668,2.063642,0.7361251,-0.24474806
147,-0.7529302,-0.7343257,0.5975668,2.063642,0.7361251,-0.24474806
148,-0.6589229,-0.6834017,0.64696205,2.063642,0.7361251,-0.24474806
149,-0.28289387,-0.47970593,0.84454286,2.063642,0.7361251,-0.24474806
150,-0.26409245,-0.46952114,0.8544219,2.0655994,0.7209565,-0.20968126
151,-0.26409245,-0.46952114,0.8544219,2.0676596,0.70498955,-0.17276879
152,-0.8282798,-0.69655263,1.2541081,2.0677624,0.70419115,-0.17092313
153,-1.2420171,-0.8630423,1.5472113,2.050724,0.7179341,-0.20761873
154,-1.2420171,-0.8630423,1.5472113,2.0128613,0.7484739,-0.28916445
155,-1.2030549,-1.1648741,1.9931592,1.9977157,0.76068974,-0.32178277
156,-1.1164715,-1.8356115,2.9841547,1.9977157,0.76068974,-0.32178277
157,-1.1121424,-1.8691483,3.0337048,1.9977157,0.76068974,-0.32178277
158,-1.0622518,-1.7073338,2.8726435,1.9977157,0.76068974,-0.32178277
159,-0.8626895,-1.0600758,2.2283993,1.9977157,0.76068974,-0.32178277
160,-0.7529302,-0.7040838,1.8740648,1.9606322,0.782061,-0.38629937
161,-0.7529302,-0.7040838,1.8740648,1.8782243,0.8295525,-0.5296695
162,-0.74046624,-0.69148326,1.938878,1.8741039,0.83192706,-0.536838
163,-0.72384757,-0.6746822,2.025296,1.8741039,0.83192706,-0.536838
164,-0.7230166,-0.67384213,2.0296166,1.7755197,0.8924288,-0.7604526
165,-0.6326986,-0.6642921,2.1132054,1.7340106,0.9179032,-0.8546062
166,-0.40690356,-0.64041704,2.3221772,1.7340106,0.9179032,-0.8546062
167,-0.29400602,-0.6284794,2.426663,1.7340106,0.9179032,-0.8546062
168,-0.3146258,-0.57255685,2.426663,1.7340106,0.9179032,-0.8546062
169,-0.39710492,-0.3488663,2.426663,1.7340106,0.9179032,-0.8546062
170,-0.479584,-0.1251758,2.426663,1.7340106,0.9179032,-0.8546062
171,-0.48370796,-0.11399127,2.426663,1.5886195,0.98902357,-1.185672
172,-0.71364594,-0.096121125,2.4450464,1.5733151,0.9965099,-1.2205211
173,-1.0673968,-0.068628654,2.4733284,1.5733151,0.9965099,-1.2205211
174,-1.2619597,-0.05350772,2.488884,1.5346864,1.0121698,-1.3745905
175,-1.2619597,-0.05350772,2.488884,1.4703053,1.0382698,-1.6313729
176,-1.196603,-0.08924801,2.4973686,1.4703053,1.0382698,-1.6313729
177,-1.0876752,-0.14881513,2.5115094,1.4703053,1.0382698,-1.6313729
178,-1.0633743,-0.10117975,2.5139134,1.4703053,1.0382698,-1.6313729
179,-0.96910113,0.15188892,2.5223982,1.4703053,1.0382698,-1.6313729
180,-0.87482804,0.40495756,2.5308828,1.4703053,1.0382698,-1.6313729
181,-0.82297784,0.5441453,2.5355494,1.4193155,1.0341245,-1.8805321
182,-0.83923525,0.5679977,2.5059395,1.3796567,1.0309004,-2.0743225
183,-0.90426475,0.6634072,2.3875003,1.3796567,1.0309004,-2.0743225
184,-0.96929425,0.7588167,2.269061,1.3796567,1.0309004,-2.0743225
185,-0.9833619,0.7512855,2.2525933,1.3796567,0.991597,-2.4980135
186,-1.0104024,0.7205311,2.2262287,1.3796567,0.991597,-2.4980135
187,-1.037443,0.6897768,2.1998637,1.3796567,0.991597,-2.4980135
188,-1.071219,0.6688525,2.1835954,1.3796567,0.991597,-2.4980135
189,-1.1468339,0.6528152,2.1765249,1.3796567,0.991597,-2.4980135
190,-1.2224488,0.63677794,2.1694543,1.3796567,0.991597,-2.4980135
191,-1.2980638,0.62074065,2.162384,1.3796567,0.991597,-2.4980135
192,-1.3018444,0.6199388,2.1620305,1.4121935,0.89638805,-2.9288988
193,-1.3018444,0.6199388,2.1620305,1.4278228,0.85827047,-3.007483
194,-1.3018444,0.6199388,2.1620305,1.4434519,0.82015306,-3.0860672
195,-1.0722576,0.5743871,2.3799975,1.4497033,0.804906,-3.117501
196,-1.0722576,0.5743871,2.3799975,1.4497033,0.804906,-3.117501
197,-1.0722576,0.5743871,2.3799975,1.4497033,0.804906,-3.117501
198,-1.105495,0.54288524,2.5938814,1.4497033,0.804906,-3.117501
199,-1.1121424,0.53658485,2.6366582,1.4728047,0.7758312,-3.172488
200,-1.1121424,0.53658485,2.6366582,1.4971218,0.7452261,-3.2303696
201,-1.1121424,0.53658485,2.6366582,1.5214388,0.71462107,-3.288251
202,-1.3217868,0.34001333,2.465551,1.5350544,0.70419115,-3.304585
203,-1.3217868,0.34001333,2.465551,1.5630141,0.6857677,-3.3309515
204,-1.3217868,0.34001333,2.465551,1.590974,0.6673443,-3.3573177
205,-1.3317579,0.1205715,2.7535164,1.602158,0.6599749,-3.367864
206,-1.3317579,0.1205715,2.7535164,1.602158,0.6599749,-3.367864
207,-1.3317579,0.1205715,2.7535164,1.602158,0.6599749,-3.367864
208,-1.302894,0.10664436,2.6224232,1.602158,0.6599749,-3.367864
209,-1.2220749,0.067648366,2.2553616,1.609522,0.6584069,-3.3699126
210,-1.2220749,0.067648366,2.2553616,1.6340691,0.6531805,-3.3767416
211,-1.2220749,0.067648366,2.2553616,1.6586162,0.6479539,-3.3835711
212,-1.268607,-0.20067179,2.3134341,1.6598434,0.64769256,-3.3839128
213,-1.2719308,-0.21983753,2.3175824,1.6531807,0.66358113,-3.3631518
214,-1.2719308,-0.21983753,2.3175824,1.6461673,0.680306,-3.3412976
215,-1.2172467,-0.31860074,2.261911,1.6433618,0.6869959,-3.3325562
216,-1.142056,-0.4544002,2.185363,1.6433618,0.6869959,-3.3325562
217,-1.142056,-0.4544002,2.185363,1.6433618,0.6869959,-3.3325562
218,-1.1094579,-0.4791534,2.2122855,1.6433618,0.6869959,-3.3325562
219,-0.97906536,-0.57816625,2.3199754,1.6433618,0.6869959,-3.3325562
220,-0.97254574,-0.5831167,2.3253598,1.6374904,0.7301682,-3.2715704
221,-0.97254574,-0.5831167,2.3253598,1.6313097,0.7756128,-3.2073748
222,-0.9035144,-0.5219427,2.1323035,1.6310006,0.77788496,-3.204165
223,-0.8528914,-0.47708157,1.9907287,1.612459,0.80057484,-3.1707158
224,-0.8528914,-0.47708157,1.9907287,1.571255,0.85099703,-3.0963838
225,-0.8104515,-0.53572226,1.9829512,1.5527132,0.8736869,-3.0629346
226,-0.68919474,-0.7032671,1.9607296,1.5527132,0.8736869,-3.0629346
227,-0.6831318,-0.7116444,1.9596184,1.5527132,0.8736869,-3.0629346
228,-0.7219433,-0.7810009,1.8947512,1.5527132,0.8736869,-3.0629346
229,-0.8771892,-1.0584272,1.6352818,1.5527132,0.8736869,-3.0629346
230,-0.9625745,-1.2110116,1.4925737,1.5383584,0.9064926,-3.0070226
231,-0.9625745,-1.2110116,1.4925737,1.5064586,0.979394,-2.882773
232,-1.0656078,-1.0924183,1.6473595,1.5032685,0.9866841,-2.870348
233,-1.2241204,-0.909967,1.8854909,1.5032685,0.9866841,-2.870348
234,-1.232046,-0.9008444,1.8973975,1.4800721,1.0662006,-2.6941667
235,-0.9446513,-1.0336154,1.8763981,1.4703053,1.0996813,-2.619985
236,-0.3059964,-1.3286616,1.8297327,1.4703053,1.0996813,-2.619985
237,0.045263853,-1.490937,1.8040664,1.4703053,1.0996813,-2.619985
238,-0.076205894,-1.4810755,1.6526358,1.4703053,1.0996813,-2.619985
239,-0.5620848,-1.4416299,1.0469133,1.4703053,1.0996813,-2.619985
240,-1.0479637,-1.402184,0.44119063,1.4703053,1.0996813,-2.619985
241,-1.0722576,-1.4002118,0.41090447,1.4483848,1.1575555,-2.349208
242,-1.0745012,-1.3303816,0.6052812,1.4414625,1.1758316,-2.2636995
243,-1.0794868,-1.1752036,1.0372294,1.4414625,1.1758316,-2.2636995
244,-1.0822289,-1.0898554,1.274801,1.4501883,1.1758316,-2.0597842
245,-1.0388488,-0.969813,1.0649961,1.4579442,1.1758316,-1.878526
246,-0.86532825,-0.48964265,0.22577655,1.4579442,1.1758316,-1.878526
247,-0.6918078,-0.0094723,-0.613443,1.4579442,1.1758316,-1.878526
248,-0.7165082,0.016749384,-0.6044678,1.4579442,1.1758316,-1.878526
249,-0.88338965,0.027815131,-0.34978685,1.4579442,1.1758316,-1.878526
250,-1.0502712,0.03888088,-0.09510591,1.4579442,1.1758316,-1.878526
251,-1.142056,0.044967014,0.044968575,1.487611,1.1493018,-1.6377925
252,-1.1115441,0.025880745,0.06460309,1.5073888,1.1316153,-1.4773035
253,-1.04374,-0.016533392,0.10823541,1.5073888,1.1316153,-1.4773035
254,-0.97593594,-0.058947433,0.15186773,1.5073888,1.1316153,-1.4773035
255,-0.97037023,-0.10563358,0.15178677,1.5774356,1.0480956,-1.0953397
256,-0.95949256,-0.32846048,0.14047389,1.5774356,1.0480956,-1.0953397
257,-0.94861484,-0.5512873,0.12916104,1.5774356,1.0480956,-1.0953397
258,-0.94263214,-0.64862627,0.12470661,1.5774356,1.0480956,-1.0953397
259,-0.94263214,-0.5477632,0.13177714,1.5774356,1.0480956,-1.0953397
260,-0.94263214,-0.44689998,0.13884766,1.5774356,1.0480956,-1.0953397
261,-0.94263214,-0.34603673,0.14591825,1.5774356,1.0480956,-1.0953397
262,-0.94263214,-0.3409936,0.14627177,1.6769233,0.9289573,-0.68138164
263,-0.94263214,-0.3409936,0.14627177,1.6968606,0.90439266,-0.5778404
264,-0.94263214,-0.3409936,0.14627177,1.7167978,0.87982804,-0.47429913
265,-0.7529302,0.25665945,-0.118360944,1.7257698,0.868774,-0.4277055
266,-0.7529302,0.25665945,-0.118360944,1.7257698,0.868774,-0.4277055
267,-0.7529302,0.25665945,-0.118360944,1.7257698,0.868774,-0.4277055
268,-0.4979723,-0.2560856,0.36590245,1.7257698,0.868774,-0.4277055
269,-0.29400602,-0.6662817,0.7533132,1.7234565,0.85636246,-0.36283413
270,-0.29400602,-0.6662817,0.7533132,1.7205652,0.84084797,-0.28174496
271,-0.29400602,-0.6662817,0.7533132,1.7176735,0.8253334,-0.2006558
272,-0.30397722,-0.5679959,0.9946131,1.7072991,0.8241766,-0.18813416
273,-0.30397722,-0.5679959,0.9946131,1.6845658,0.82332945,-0.16931823
274,-0.30397722,-0.5679959,0.9946131,1.6618327,0.82248235,-0.15050231
275,-0.30397722,-0.5679959,0.9946131,1.6516026,0.82210124,-0.14203511
276,-0.07439048,-0.9915698,0.91664267,1.6516026,0.82210124,-0.14203511
277,-0.07439048,-0.9915698,0.91664267,1.6516026,0.82210124,-0.14203511
278,-0.27649412,-1.2903962,1.4011384,1.6516026,0.82210124,-0.14203511
279,-0.882805,-2.1868758,2.8546255,1.6448846,0.8250384,-0.15982848
280,-0.882805,-2.1868758,2.8546255,1.6180125,0.8367866,-0.23100178
281,-0.882805,-2.1868758,2.8546255,1.5911405,0.8485349,-0.3021752
282,-0.6362379,-0.86518806,1.6185021,1.5897968,0.8491223,-0.3057339
283,-0.60336226,-0.688963,1.4536856,1.5511681,0.8749151,-0.39961994
284,-0.60336226,-0.688963,1.4536856,1.5082475,0.9035739,-0.5039378
285,-0.4308313,-0.79576546,1.6817294,1.4867868,0.9179032,-0.5560967
286,-0.11452454,-0.9915698,2.0998094,1.4867868,0.9179032,-0.5560967
287,-0.11452454,-0.9915698,2.0998094,1.4867868,0.9179032,-0.5560967
288,-0.19592936,-0.920169,2.0748901,1.4867868,0.9179032,-0.5560967
289,-0.60295343,-0.56316483,1.9502932,1.4867868,0.9179032,-0.5560967
290,-0.62330467,-0.5453146,1.9440633,1.4268222,0.95365244,-0.6897465
291,-0.62330467,-0.5453146,1.9440633,1.3637012,0.99128336,-0.8304304
292,-0.6939686,-0.492759,2.0316153,1.3384527,1.0063357,-0.886704
293,-0.97662425,-0.2825367,2.381823,1.3384527,1.0063357,-0.886704
294,-1.1320847,-0.1669144,2.5744374,1.3013692,1.0452881,-1.046276
295,-1.1030275,-0.17086715,2.5727468,1.2519245,1.0972248,-1.2590384
296,-0.52188027,-0.24992312,2.5389311,1.2519245,1.0972248,-1.2590384
297,-0.4637656,-0.2578287,2.5355494,1.2519245,1.0972248,-1.2590384
298,-0.4409458,-0.24916664,2.5284383,1.2519245,1.0972248,-1.2590384
299,-0.32684684,-0.2058561,2.4928837,1.2519245,1.0972248,-1.2590384
300,-0.26409245,-0.18203524,2.4733284,1.2148409,1.1149113,-1.3871087
301,-0.26409245,-0.18203524,2.4733284,1.132433,1.1542147,-1.6717091
302,-0.65127385,-0.09728268,2.4391072,1.1283126,1.1561798,-1.6859392
303,-1.2043902,0.023792377,2.3902197,1.1283126,1.1561798,-1.6859392
304,-1.232046,0.02984617,2.3877752,1.0964178,1.1682801,-2.0044208
305,-1.1869967,0.07016854,2.3733764,1.0829883,1.173375,-2.138518
306,-1.0743734,0.17097446,2.3373802,1.0829883,1.173375,-2.138518
307,-1.0124305,0.22641768,2.3175824,1.0829883,1.173375,-2.138518
308,-0.9484306,0.24123041,2.3235211,1.0829883,1.173375,-2.138518
309,-0.69243103,0.30048126,2.3472767,1.0829883,1.173375,-2.138518
310,-0.4364315,0.35973215,2.3710322,1.0829883,1.173375,-2.138518
311,-0.42363155,0.36269468,2.37222,1.107898,1.1457957,-2.4878006
312,-0.4577403,0.38113478,2.4158504,1.1118311,1.1414411,-2.5429504
313,-0.5259579,0.41801497,2.5031111,1.1118311,1.1414411,-2.5429504
314,-0.5634775,0.43829912,2.5511045,1.1550952,1.0972248,-2.695415
315,-0.71627045,0.43168372,2.5261514,1.1983594,1.0530086,-2.8478794
316,-1.1528218,0.4127826,2.4548566,1.1983594,1.0530086,-2.8478794
317,-1.5893731,0.39388153,2.383562,1.1983594,1.0530086,-2.8478794
318,-1.612091,0.38888618,2.3820806,1.1983594,1.0530086,-2.8478794
319,-1.6156521,0.37268525,2.390414,1.1983594,1.0530086,-2.8478794
320,-1.6192132,0.3564843,2.3987472,1.1983594,1.0530086,-2.8478794
321,-1.6211717,0.3475738,2.4033303,1.2624128,0.9866841,-3.0080767
322,-1.5093676,0.3360269,2.4627228,1.2766469,0.97194535,-3.0436761
323,-1.3496472,0.3195314,2.5475695,1.2766469,0.97194535,-3.0436761
324,-1.1899267,0.30303589,2.6324158,1.2766469,0.97194535,-3.0436761
325,-1.1796832,0.2956421,2.6196284,1.3466935,0.89088213,-3.1977456
326,-1.157107,0.22995184,2.4493282,1.3466935,0.89088213,-3.1977456
327,-1.1345307,0.16426156,2.2790282,1.3466935,0.89088213,-3.1977456
328,-1.1094637,0.11231983,2.2091749,1.3466935,0.89088213,-3.1977456
329,-1.0588635,0.049071718,2.3044214,1.3466935,0.89088213,-3.1977456
330,-1.0082635,-0.014176479,2.3996677,1.3466935,0.89088213,-3.1977456
331,-0.9576633,-0.077424675,2.4949143,1.3466935,0.89088213,-3.1977456
332,-0.95260334,-0.083749495,2.504439,1.4389051,0.8359082,-3.2866232
333,-0.95260334,-0.083749495,2.504439,1.4502717,0.8291318,-3.2910504
334,-0.95260334,-0.083749495,2.504439,1.4616382,0.8223554,-3.2954776
335,-1.2420171,-0.2047166,2.6912959,1.466185,0.8196448,-3.2972486
336,-1.2420171,-0.2047166,2.6912959,1.466185,0.8196448,-3.2972486
337,-1.2420171,-0.2047166,2.6912959,1.466185,0.8196448,-3.2972486
338,-1.1507095,-0.2047166,2.2154179,1.466185,0.8196448,-3.2972486
339,-1.0822289,-0.2047166,1.8585097,1.4792445,0.83096945,-3.2778268
340,-1.0822289,-0.2047166,1.8585097,1.4946088,0.8442926,-3.2549775
341,-1.0822289,-0.2047166,1.8585097,1.5099729,0.8576159,-3.2321281
342,-0.9127186,-0.46196073,2.2009182,1.5059224,0.86977327,-3.2118902
343,-0.9127186,-0.46196073,2.2009182,1.4947482,0.8914234,-3.1759841
344,-0.9127186,-0.46196073,2.2009182,1.4835744,0.9130735,-3.1400783
345,-0.21423647,-0.484642,2.2709167,1.4785461,0.9228161,-3.1239204
346,-0.21423647,-0.484642,2.2709167,1.4785461,0.9228161,-3.1239204
347,-0.21423647,-0.484642,2.2709167,1.4785461,0.9228161,-3.1239204
