,Temperature,Humidity,Light,CO2
85,22.2,27.2,0.0,586.0
86,22.15,27.245,0.0,586.0
87,22.2,27.245,0.0,584.5
88,22.1,27.245,0.0,584.5
89,22.1,27.2,0.0,585.5
90,22.1333333333333,27.2,0.0,584.666666666667
91,22.2,27.2,0.0,577.0
92,22.1,27.2,0.0,580.0
93,22.125,27.2,0.0,582.0
94,22.2,27.2,0.0,580.0
95,22.1,27.15,0.0,578.0
96,22.1,27.2,0.0,576.5
97,22.1,27.2,0.0,580.0
98,22.1,27.2,0.0,572.5
99,22.1,27.2,0.0,567.0
100,22.1,27.2,0.0,568.0
101,22.1,27.2,0.0,574.5
102,22.1,27.2,0.0,564.333333333333
103,22.1,27.2,0.0,563.0
104,22.1,27.15,0.0,564.5
105,22.0666666666667,27.1666666666667,0.0,566.333333333333
106,22.1,27.1,0.0,562.0
107,22.0,27.1,0.0,565.5
108,22.0,27.1,0.0,570.0
109,22.05,27.15,0.0,562.0
110,22.0,27.1,0.0,560.0
111,22.0,27.1,0.0,558.0
112,22.0,27.1,0.0,556.0
113,22.0,27.1,0.0,557.0
114,21.9175,27.1,0.0,556.5
115,21.945,27.1,0.0,557.5
116,21.9266666666667,27.1,0.0,555.0
117,21.89,27.1,0.0,555.0
118,21.89,27.1,0.0,553.0
119,21.89,27.1,0.0,549.5
120,21.89,27.1,0.0,548.5
121,21.89,27.1,0.0,551.5
122,21.89,27.1,0.0,548.5
123,21.89,27.1,0.0,548.0
124,21.89,27.1,0.0,547.5
125,21.89,27.1,0.0,553.0
126,21.84,27.1,0.0,547.5
127,21.8566666666667,27.1,0.0,548.666666666667
128,21.79,27.1,0.0,540.0
129,21.79,27.1,0.0,538.0
130,21.79,27.1,0.0,542.0
131,21.79,27.1,0.0,542.0
132,21.79,27.1,0.0,538.0
133,21.79,27.1,0.0,537.666666666667
134,21.79,27.1,0.0,537.5
135,21.79,27.1,0.0,536.0
136,21.745,27.1,0.0,534.5
137,21.7,27.1,0.0,532.5
138,21.76,27.1,0.0,530.0
139,21.745,27.05,0.0,529.5
140,21.79,27.05,0.0,531.0
141,21.73,27.0,0.0,533.333333333333
142,21.745,27.0,0.0,531.0
143,21.745,27.0,0.0,529.0
144,21.745,27.0,0.0,528.5
145,21.7,27.0,0.0,525.0
146,21.7,27.0,0.0,528.5
147,21.7,27.0,0.0,530.5
148,21.7,26.89,0.0,528.0
149,21.7,26.89,0.0,526.0
150,21.7,26.89,0.0,530.0
151,21.7,26.89,0.0,533.333333333333
152,21.7,26.89,0.0,529.0
153,21.7,26.89,0.0,528.0
154,21.7,26.89,0.0,526.0
155,21.7,26.89,0.0,526.0
156,21.7,26.79,0.0,521.0
157,21.7,26.79,0.0,518.0
158,21.7,26.79,0.0,515.5
159,21.7,26.79,0.0,520.0
160,21.7,26.7675,0.0,523.5
161,21.7,26.79,0.0,525.5
162,21.7,26.79,0.0,525.5
163,21.7,26.79,0.0,514.0
164,21.7,26.7,0.0,518.0
165,21.7,26.7,0.0,518.0
166,21.7,26.7,0.0,520.0
167,21.6,26.7,0.0,521.0
168,21.6,26.6,0.0,518.0
169,21.6,26.65,0.0,517.0
170,21.6,26.6,0.0,511.5
171,21.65,26.65,0.0,514.0
172,21.6,26.55,0.0,515.5
173,21.6,26.5,0.0,517.0
174,21.6,26.5,0.0,515.0
175,21.6,26.5,0.0,512.0
176,21.6,26.5,0.0,515.0
177,21.65,26.55,0.0,511.0
178,21.6,26.5,0.0,514.0
179,21.6,26.445,0.0,508.0
180,21.6,26.4725,0.0,509.75
181,21.6,26.445,0.0,508.75
182,21.6,26.445,0.0,508.5
183,21.6,26.39,0.0,507.0
184,21.6,26.39,0.0,507.0
185,21.6,26.39,0.0,503.5
186,21.6,26.39,0.0,504.0
187,21.6,26.39,0.0,504.0
188,21.575,26.315,0.0,500.5
189,21.6,26.29,0.0,500.0
190,21.6,26.29,0.0,503.5
191,21.55,26.245,0.0,503.0
192,21.55,26.245,0.0,502.5
193,21.5,26.2,0.0,502.0
194,21.5666666666667,26.2,0.0,502.0
195,21.5,26.2,0.0,502.5
196,21.5,26.2,0.0,497.0
197,21.5,26.15,0.0,501.5
198,21.5,26.15,0.0,504.0
199,21.5,26.1,0.0,501.0
200,21.5,26.1,0.0,493.75
201,21.5,26.1,0.0,500.0
202,21.5,26.1,0.0,504.5
203,21.5,26.05,0.0,504.0
204,21.5,26.1,0.0,501.0
205,21.5,26.0,0.0,499.0
206,21.5,26.0,0.0,502.0
207,21.5,26.0,0.0,503.5
208,21.5,26.0,0.0,500.666666666667
209,21.5,26.0,0.0,493.0
210,21.5,26.0,0.0,492.5
211,21.5,26.0,0.0,493.0
212,21.5,25.89,0.0,495.5
213,21.5,26.0,0.0,492.666666666667
214,21.5,26.0,0.0,490.0
215,21.5,25.9266666666667,0.0,493.0
216,21.5,25.89,0.0,494.666666666667
217,21.5,25.89,0.0,496.0
218,21.5,25.89,0.0,491.0
219,21.5,25.84,0.0,490.5
220,21.5,25.84,0.0,490.0
221,21.5,25.89,0.0,491.0
222,21.5,25.89,0.0,491.666666666667
223,21.5,25.89,0.0,493.5
224,21.4725,25.865,0.0,493.75
225,21.5,25.84,0.0,490.0
226,21.5,25.79,0.0,488.0
227,21.5,25.79,0.0,490.0
228,21.5,25.79,0.0,487.0
229,21.445,25.745,0.0,492.5
230,21.445,25.745,0.0,493.5
231,21.4633333333333,25.76,0.0,493.333333333333
232,21.445,25.745,0.0,488.0
233,21.5,25.79,0.0,487.5
234,21.4266666666667,25.73,0.0,485.333333333333
235,21.39,25.7,0.0,484.0
236,21.39,25.7,0.0,489.0
237,21.445,25.745,0.0,488.0
238,21.5,25.79,0.0,493.0
239,21.39,25.7,0.0,491.0
240,21.445,25.745,0.0,488.0
241,21.445,25.745,0.0,487.25
242,21.39,25.7,0.0,489.0
243,21.5,25.79,0.0,489.0
244,21.39,25.7,0.0,486.0
245,21.4266666666667,25.73,0.0,484.666666666667
246,21.39,25.7,0.0,485.0
247,21.39,25.7,0.0,487.0
248,21.39,25.7,0.0,492.0
249,21.39,25.7,0.0,490.666666666667
250,21.39,25.7,0.0,488.0
251,21.39,25.7,0.0,485.5
252,21.39,25.7,0.0,486.0
253,21.39,25.7,0.0,485.5
254,21.39,25.7,0.0,486.0
255,21.39,25.7,0.0,480.0
256,21.39,25.7,0.0,481.0
257,21.39,25.7,0.0,481.666666666667
258,21.39,25.7,0.0,485.5
259,21.39,25.7,0.0,485.0
260,21.39,25.7,0.0,473.0
261,21.39,25.7,0.0,475.0
262,21.39,25.7,0.0,486.0
263,21.39,25.7,0.0,481.5
264,21.39,25.7,0.0,483.0
265,21.39,25.7,0.0,479.0
266,21.39,25.7,0.0,479.0
267,21.39,25.7,0.0,479.0
268,21.34,25.7,0.0,479.0
269,21.39,25.7,0.0,479.0
270,21.39,25.7,0.0,477.0
271,21.39,25.7,0.0,477.5
272,21.29,25.7,0.0,477.5
273,21.34,25.7,0.0,480.0
274,21.29,25.7,0.0,480.0
275,21.34,25.7,0.0,482.0
276,21.3233333333333,25.7,0.0,480.333333333333
277,21.34,25.7,0.0,477.5
278,21.29,25.7,0.0,476.0
279,21.39,25.7,0.0,479.0
280,21.39,25.7,0.0,471.0
281,21.29,25.7,0.0,474.0
282,21.29,25.7,0.0,477.5
283,21.34,25.7,0.0,476.0
284,21.29,25.7,0.0,474.25
285,21.39,25.7,0.0,475.0
286,21.29,25.7,0.0,476.5
287,21.34,25.7,0.0,474.5
288,21.29,25.7,0.0,478.0
289,21.29,25.7,0.0,475.333333333333
290,21.29,25.7,0.0,477.0
291,21.29,25.7,0.0,475.5
292,21.29,25.7,0.0,477.5
293,21.29,25.7,0.0,477.5
294,21.29,25.7,0.0,478.0
295,21.29,25.7,0.0,473.5
296,21.29,25.7,0.0,472.5
297,21.29,25.7,0.0,472.0
298,21.29,25.7,0.0,469.5
299,21.29,25.7,0.0,466.666666666667
300,21.29,25.7,0.0,467.0
301,21.29,25.7,0.0,469.5
302,21.2,25.6,0.0,469.0
303,21.29,25.7,0.0,471.0
304,21.29,25.7,0.0,469.0
305,21.26,25.6666666666667,0.0,467.333333333333
306,21.245,25.65,0.0,471.5
307,21.23,25.6333333333333,0.0,471.666666666667
308,21.29,25.7,0.0,475.0
309,21.2,25.6,0.0,471.0
310,21.2,25.6,0.0,471.0
311,21.245,25.65,0.0,471.0
312,21.245,25.65,0.0,474.5
313,21.2,25.6,0.0,475.5
314,21.2,25.6,0.0,474.0
315,21.2,25.6,0.0,469.0
316,21.2,25.6,0.0,474.0
317,21.2,25.6,0.0,474.0
318,21.2,25.6,0.0,468.5
319,21.2,25.6,0.0,469.5
320,21.2,25.6,0.0,472.5
321,21.2,25.6,0.0,467.5
322,21.2,25.6,0.0,469.0
323,21.2,25.55,0.0,466.5
324,21.2,25.5,0.0,469.5
325,21.2,25.5,0.0,469.0
326,21.2,25.5,0.0,467.0
327,21.2,25.5,0.0,467.333333333333
328,21.2,25.5,0.0,467.0
329,21.2,25.5,0.0,464.5
330,21.2,25.445,0.0,466.0
331,21.2,25.5,0.0,473.0
332,21.2,25.39,0.0,475.0
333,21.2,25.39,0.0,471.0
334,21.2,25.39,0.0,470.0
335,21.2,25.39,0.0,466.25
336,21.2,25.39,0.0,467.0
337,21.2,25.39,0.0,473.0
338,21.2,25.39,0.0,468.0
339,21.2,25.39,0.0,463.0
340,21.2,25.39,0.0,466.0
341,21.2,25.39,0.0,467.0
342,21.2,25.29,0.0,468.0
343,21.2,25.39,0.0,468.0
344,21.2,25.29,0.0,468.0
345,21.2,25.34,0.0,465.5
346,21.2,25.39,0.0,464.0
347,21.2,25.34,0.0,464.5
348,21.2,25.29,0.0,465.666666666667
349,21.2,25.365,0.0,465.75
350,21.2,25.39,0.0,464.0
351,21.2,25.39,0.0,467.0
352,21.15,25.39,0.0,466.5
353,21.2,25.39,0.0,465.0
354,21.2,25.39,0.0,462.0
355,21.2,25.39,0.0,459.666666666667
356,21.2,25.29,0.0,458.0
357,21.2,25.34,0.0,462.5
358,21.2,25.29,0.0,467.0
359,21.2,25.29,0.0,466.5
360,21.2,25.29,0.0,463.0
361,21.2,25.29,0.0,465.0
362,21.2,25.29,0.0,463.25
363,21.2,25.29,0.0,460.0
364,21.2,25.29,0.0,457.0
365,21.2,25.29,0.0,456.0
366,21.245,25.245,0.0,454.0
367,21.23,25.23,0.0,454.0
368,21.29,25.29,0.0,458.0
369,21.2,25.2,0.0,456.0
370,21.245,25.245,0.0,456.5
371,21.245,25.245,0.0,458.5
372,21.26,25.26,0.0,459.666666666667
373,21.245,25.245,0.0,464.0
374,21.245,25.2,0.0,465.0
375,21.29,25.2,0.0,461.0
376,21.245,25.2,0.0,458.5
377,21.29,25.2,0.0,459.0
378,21.29,25.2,0.0,451.0
379,21.29,25.2,0.0,456.0
380,21.29,25.2,0.0,463.0
381,21.29,25.2,0.0,461.666666666667
382,21.29,25.2,0.0,458.0
383,21.29,25.2,0.0,450.0
384,21.29,25.2,0.0,457.0
385,21.29,25.2,0.0,456.0
386,21.29,25.2,0.0,456.0
387,21.29,25.2,0.0,461.0
388,21.29,25.2,0.0,463.0
389,21.29,25.2,0.0,460.0
390,21.29,25.2,0.0,456.0
391,21.29,25.2,0.0,454.5
392,21.29,25.2,0.0,448.5
393,21.29,25.2,0.0,453.5
394,21.29,25.2,0.0,454.0
395,21.29,25.2,0.0,454.0
396,21.29,25.245,0.0,450.5
397,21.29,25.245,0.0,453.0
398,21.2,25.2,0.0,457.0
399,21.2,25.2,0.0,452.5
400,21.2,25.2,0.0,449.0
401,21.2,25.2,0.0,458.666666666667
402,21.2,25.2,0.0,454.5
403,21.2,25.245,0.0,455.5
404,21.2,25.245,0.0,453.5
405,21.2,25.29,0.0,452.0
406,21.2,25.29,0.0,451.5
407,21.2,25.29,0.0,451.0
408,21.1666666666667,25.3566666666667,0.0,450.333333333333
409,21.1666666666667,25.39,0.0,450.0
410,21.15,25.39,0.0,453.5
411,21.1,25.39,0.0,454.0
412,21.15,25.39,0.0,452.5
413,21.1,25.39,0.0,454.0
414,21.1,25.39,0.0,457.0
415,21.1,25.4633333333333,0.0,450.333333333333
416,21.1,25.5,0.0,451.0
417,21.1,25.5,0.0,451.0
418,21.05,25.445,0.0,449.0
419,21.1,25.5,0.0,449.0
420,21.05,25.445,0.0,450.0
421,21.05,25.445,0.0,449.0
422,21.1,25.5,0.0,445.0
423,21.0,25.39,0.0,443.0
424,21.1,25.5,0.0,446.5
425,21.1,25.5,0.0,446.0
426,21.1,25.5,0.0,451.5
427,21.1,25.39,0.0,445.0
428,21.1,25.39,0.0,449.0
429,21.1,25.39,0.0,451.666666666667
430,21.1,25.39,0.0,452.0
431,21.1,25.39,0.0,451.0
432,21.05,25.34,0.0,450.0
433,21.1,25.39,0.0,450.0
434,21.1,25.39,0.0,448.0
435,21.1,25.39,0.0,450.666666666667
436,21.1,25.39,0.0,450.0
437,21.15,25.39,0.0,446.0
438,21.1,25.39,0.0,444.0
439,21.125,25.39,0.0,447.5
440,21.1333333333333,25.39,0.0,443.333333333333
441,21.1,25.34,0.0,443.5
442,21.1,25.34,0.0,444.0
443,21.15,25.34,0.0,449.0
444,21.2,25.29,0.0,449.333333333333
445,21.15,25.29,0.0,448.0
446,21.15,25.245,0.0,449.5
447,21.2,25.245,0.0,450.0
448,21.2,25.2,0.0,447.0
449,21.2,25.2,0.0,446.0
450,21.1333333333333,25.2,0.0,443.0
451,21.1666666666667,25.2,0.0,444.0
452,21.2,25.2,0.0,444.5
453,21.2,25.2,0.0,445.0
454,21.2,25.2,0.0,451.0
455,21.2,25.2,0.0,450.0
456,21.2,25.2,0.0,444.0
457,21.2,25.2,0.0,443.0
458,21.2,25.1,0.0,438.5
459,21.2,25.1,0.0,441.0
460,21.2,25.1,0.0,444.0
461,21.2,25.15,0.0,441.5
462,21.2,25.1,0.0,441.0
463,21.2,25.1,0.0,439.5
464,21.2,25.1,0.0,441.0
465,21.2,25.1,0.0,442.0
466,21.2,25.1,0.0,441.0
467,21.2,25.1,0.0,436.0
468,21.2,25.1,0.0,442.5
469,21.2,25.1,0.0,446.0
470,21.2,25.1,0.0,443.0
471,21.2,25.1,0.0,437.5
472,21.2,25.1,0.0,440.5
473,21.2,25.05,0.0,439.5
474,21.2,25.0,0.0,443.0
475,21.2,25.0,0.0,443.0
476,21.2,25.0,0.0,438.5
477,21.2,25.0,0.0,438.0
478,21.2,25.0,0.0,442.333333333333
479,21.2,25.0,0.0,448.0
480,21.2,25.1,0.0,447.5
481,21.125,25.1,0.0,445.75
482,21.1,25.0,0.0,439.0
483,21.1,25.1,0.0,440.0
484,21.1,25.1,0.0,441.5
485,21.1,25.0666666666667,0.0,439.0
486,21.1,25.0,0.0,439.0
487,21.1,25.1,0.0,437.5
488,21.05,25.05,0.0,437.5
489,21.1,25.1,0.0,439.333333333333
490,21.1,25.1,0.0,443.0
491,21.0,25.0,0.0,440.5
492,21.0,25.0,0.0,442.333333333333
493,21.0,25.0,0.0,440.666666666667
494,21.0,25.0,0.0,440.0
495,21.0,25.0,0.0,439.0
496,21.0,25.0,0.0,442.0
497,21.0,25.0,0.0,443.5
498,21.0,25.0,0.0,445.0
499,21.0,25.0,0.0,445.0
500,21.0,25.05,0.0,442.5
501,21.0,25.1,0.0,440.0
502,21.0,25.0,0.0,439.5
503,21.0,25.0,0.0,438.5
504,21.0,25.0,0.0,435.0
505,21.0,25.0,0.0,439.5
506,21.0,25.0,0.0,440.5
507,21.0,25.0,0.0,439.5
508,21.0,25.0,0.0,441.0
509,21.0,25.0,0.0,442.0
510,21.0,25.0,0.0,445.0
511,21.0,25.0,0.0,444.0
512,21.0,25.0,0.0,445.0
513,21.0,24.89,0.0,444.0
514,21.0,24.89,0.0,443.0
515,21.0,24.89,0.0,448.0
516,21.05,24.945,0.0,443.0
517,21.05,24.945,0.0,440.0
518,21.0,24.89,0.0,440.0
519,21.0333333333333,24.9266666666667,0.0,441.0
520,21.05,24.945,0.0,440.5
521,21.05,24.945,0.0,444.5
522,21.1,25.0,0.0,446.0
523,21.05,24.945,0.0,442.5
524,21.0,24.89,0.0,439.0
525,21.1,24.89,0.0,441.0
526,21.1,24.89,0.0,438.333333333333
527,21.0333333333333,24.89,0.0,439.5
528,21.075,24.9725,0.0,440.75
529,21.0333333333333,24.9266666666667,0.0,437.0
530,21.1,24.945,0.0,440.5
531,21.1,24.9175,0.0,442.25
532,21.1,24.89,0.0,435.0
533,21.1,24.89,0.0,435.5
534,21.1,24.89,0.0,432.0
535,21.1,24.89,0.0,439.5
536,21.05,24.84,0.0,442.5
537,21.1,24.89,0.0,438.5
538,21.05,24.84,0.0,435.5
539,21.0666666666667,24.8566666666667,0.0,437.333333333333
540,21.1,24.89,0.0,437.0
541,21.0333333333333,24.8233333333333,0.0,438.0
542,21.025,24.84,0.0,435.0
543,21.0,24.79,0.0,440.0
544,21.0,24.8233333333333,0.0,441.333333333333
545,21.0,24.8566666666667,0.0,435.0
546,21.0,24.89,0.0,432.0
547,21.0,24.89,0.0,435.5
548,21.0,24.89,0.0,444.0
549,21.0,24.84,0.0,444.5
550,21.0,24.89,0.0,446.0
551,21.0,24.89,0.0,445.0
552,21.0,24.89,0.0,438.333333333333
553,21.0,24.89,0.0,445.5
554,21.0,24.89,0.0,439.0
555,21.0,24.89,0.0,439.0
556,20.945,24.89,0.0,439.5
557,20.9633333333333,24.89,0.0,443.333333333333
558,20.89,24.89,0.0,443.5
559,20.9266666666667,24.89,0.0,444.0
560,21.0,24.89,0.0,447.5
561,20.89,24.89,0.0,445.5
562,20.89,24.89,0.0,443.0
563,20.89,24.89,0.0,438.0
564,20.89,24.89,0.0,428.0
565,20.89,24.89,0.0,431.0
566,20.89,24.89,0.0,441.0
567,20.89,24.89,0.0,446.0
568,20.89,24.89,0.0,447.0
569,20.89,24.89,0.0,439.0
570,20.89,24.89,0.0,438.333333333333
571,20.89,24.89,0.0,442.0
572,20.9266666666667,24.79,0.0,443.333333333333
573,20.89,24.79,0.0,448.0
574,20.89,24.79,0.0,444.5
575,20.9266666666667,24.79,0.0,443.333333333333
576,20.945,24.79,0.0,445.0
577,21.0,24.7,0.0,445.0
578,21.0,24.7,0.0,443.5
579,21.0,24.7,0.0,439.0
580,21.0,24.7,0.0,441.5
581,21.0,24.6333333333333,0.0,441.333333333333
582,21.0,24.6,0.0,441.0
583,21.0,24.6,0.0,441.0
584,21.0,24.6,0.0,440.0
585,21.0,24.6,0.0,436.0
586,21.0,24.6,0.0,444.0
587,21.0,24.6,0.0,442.0
588,21.0,24.6,0.0,443.666666666667
589,21.0,24.6,0.0,439.5
590,21.0,24.5666666666667,0.0,439.333333333333
591,21.0,24.55,0.0,443.5
592,21.0,24.5,0.0,445.0
593,21.0,24.5,0.0,441.5
594,21.0,24.5,0.0,445.0
595,21.0,24.5,0.0,444.5
596,21.0,24.5,0.0,443.666666666667
597,21.0,24.5,0.0,445.5
598,21.0,24.445,0.0,445.0
599,21.0,24.445,0.0,443.5
600,21.0,24.39,0.0,447.0
601,21.0,24.39,0.0,444.0
602,21.0,24.5,0.0,442.5
603,21.0,24.4266666666667,0.0,445.0
604,21.0,24.5,0.0,444.0
605,21.0,24.39,0.0,440.0
606,21.0,24.39,0.0,445.5
607,21.0,24.39,0.0,444.5
608,21.0,24.39,0.0,442.5
609,21.0,24.39,0.0,444.0
610,21.0,24.39,0.0,442.0
611,21.0,24.3566666666667,0.0,442.666666666667
612,21.0,24.29,0.0,439.0
613,20.89,24.39,0.0,440.0
614,20.945,24.39,0.0,440.0
615,21.0,24.39,0.0,444.0
616,20.89,24.39,0.0,439.5
617,20.89,24.39,0.0,440.0
618,20.89,24.39,0.0,440.0
619,20.89,24.29,0.0,442.0
620,20.89,24.34,0.0,445.0
621,20.8566666666667,24.3566666666667,0.0,447.0
622,20.89,24.39,0.0,446.0
623,20.89,24.34,0.0,445.0
624,20.89,24.39,0.0,445.0
625,20.89,24.29,0.0,443.0
626,20.89,24.29,0.0,442.0
627,20.84,24.245,0.0,444.0
628,20.89,24.39,0.0,443.5
629,20.89,24.29,0.0,441.0
630,20.8566666666667,24.26,0.0,441.0
631,20.89,24.29,0.0,444.0
632,20.89,24.29,0.0,445.5
633,20.89,24.29,0.0,441.0
634,20.89,24.29,0.0,445.333333333333
635,20.89,24.2,0.0,442.0
636,20.89,24.29,0.0,442.0
637,20.89,24.2,0.0,446.5
638,20.8566666666667,24.1666666666667,0.0,444.333333333333
639,20.89,24.2,0.0,445.5
640,20.89,24.2,0.0,441.5
641,20.865,24.175,0.0,447.25
642,20.89,24.2,0.0,448.0
643,20.89,24.175,0.0,447.25
644,20.89,24.2,0.0,439.0
645,20.89,24.15,0.0,440.0
646,20.89,24.2,0.0,440.0
647,20.89,24.1,0.0,445.0
648,20.89,24.0,0.0,438.0
649,20.945,24.0,0.0,438.5
650,21.0,24.0,0.0,440.0
651,20.945,24.0,0.0,446.0
652,20.945,24.0,0.0,447.0
653,20.9266666666667,24.0,0.0,447.0
654,20.89,24.0,0.0,445.0
655,20.89,24.0,0.0,446.5
656,20.945,24.0,0.0,446.0
657,20.89,23.89,0.0,453.0
658,21.0,23.89,0.0,451.0
659,21.0,23.84,0.0,448.5
660,21.0,23.8233333333333,0.0,444.666666666667
661,21.0,23.79,0.0,447.0
662,21.0,23.79,0.0,447.0
663,21.0,23.79,0.0,445.0
664,21.0,23.79,0.0,446.5
665,21.0,23.79,0.0,446.5
666,21.0,23.7675,0.0,442.25
667,21.0,23.79,0.0,443.0
668,21.0,23.79,0.0,443.0
669,20.9633333333333,23.79,0.0,442.333333333333
670,20.89,23.79,0.0,444.5
671,20.89,23.73,0.0,443.333333333333
672,20.9175,23.7225,0.0,446.5
673,20.89,23.7,0.0,449.0
674,20.89,23.7,0.0,449.5
675,20.89,23.6,0.0,448.5
676,20.89,23.7,0.0,446.0
677,20.89,23.6,0.0,446.0
678,20.89,23.6,0.0,444.0
679,20.89,23.6,0.0,443.333333333333
680,20.89,23.6333333333333,0.0,441.666666666667
681,20.89,23.6,0.0,449.5
682,20.89,23.6,0.0,448.5
683,20.89,23.6,0.0,450.0
684,20.89,23.6,0.0,448.5
685,20.945,23.6,0.0,446.5
686,20.89,23.6,0.0,452.5
687,20.89,23.6,0.0,451.0
688,20.945,23.5,0.0,450.666666666667
689,20.89,23.5,0.0,449.0
690,20.945,23.5,0.0,449.0
691,20.945,23.5,0.0,448.5
692,20.89,23.5,0.0,452.0
693,20.89,23.5,0.0,444.0
694,20.89,23.5,0.0,443.5
695,20.89,23.5,0.0,446.0
696,20.89,23.5,0.0,449.0
697,20.9266666666667,23.5,0.0,448.0
698,20.89,23.5,0.0,448.0
699,20.89,23.5,0.0,449.0
700,20.945,23.5,0.0,443.0
701,20.89,23.5,0.0,444.25
702,20.89,23.5,0.0,445.333333333333
703,20.89,23.5,0.0,444.5
704,20.89,23.5,0.0,446.5
705,20.89,23.445,0.0,446.0
706,20.89,23.445,0.0,448.5
707,20.89,23.39,0.0,450.0
708,20.89,23.445,0.0,450.5
709,20.89,23.5,0.0,448.0
710,20.89,23.5,0.0,448.333333333333
711,20.89,23.445,0.0,446.5
712,20.89,23.5,0.0,442.5
713,20.89,23.5,0.0,440.5
714,20.89,23.5,0.0,443.0
715,20.89,23.5,0.0,453.0
716,20.89,23.4266666666667,0.0,450.0
717,20.89,23.445,0.0,451.0
718,20.89,23.39,0.0,452.333333333333
719,20.89,23.445,0.0,448.0
720,20.89,23.39,0.0,448.0
721,20.84,23.395,0.0,446.5
722,20.89,23.39,0.0,449.0
723,20.84,23.34,0.0,446.5
724,20.89,23.39,0.0,448.0
725,20.89,23.39,0.0,450.5
726,20.89,23.39,0.0,450.5
727,20.84,23.34,0.0,448.0
728,20.89,23.39,0.0,448.0
729,20.89,23.34,0.0,451.0
730,20.865,23.2925,0.0,450.0
731,20.89,23.34,0.0,448.5
732,20.8566666666667,23.26,0.0,449.5
733,20.89,23.29,0.0,446.0
734,20.89,23.29,0.0,443.0
735,20.89,23.29,0.0,443.0
736,20.89,23.29,0.0,448.0
737,20.84,23.245,0.0,448.5
738,20.89,23.29,0.0,448.5
739,20.89,23.29,0.0,448.0
740,20.89,23.29,0.0,450.5
741,20.89,23.2,0.0,451.0
742,20.89,23.2,0.0,453.0
743,20.89,23.2,0.0,449.0
744,20.89,23.2,0.0,448.5
745,20.89,23.2,0.0,448.5
746,20.89,23.15,0.0,448.5
747,20.89,23.15,0.0,453.5
748,20.84,23.075,0.0,451.0
749,20.89,23.1,0.0,451.333333333333
