,0,1,2,3,4,5,6
48,0.12248328,-0.25347158,-0.23551916,0.11602497,-0.7240422,-0.7037319,-0.3592221
49,-0.10672358,0.15545379,0.7376781,0.42882982,-0.079969265,-0.009508104,-0.5012647
50,-0.009256568,-0.14432932,0.16135928,-0.41361547,0.25967327,0.76636946,-0.054380074
51,0.20085587,0.345072,-0.20061024,0.11204624,0.0062962,0.04883805,-0.3865049
52,0.0122550875,0.24899915,0.7255718,0.47963542,1.0765913,-0.3836738,0.43616033
53,0.091671005,1.0949014,-0.40414914,-0.41986093,-0.29969633,-1.0619478,-0.26287752
54,-0.37956634,0.07519689,0.170878,0.93808544,0.47521192,-0.28845182,-0.44920734
55,0.24595958,-0.6601166,0.9157294,0.5897201,-0.23458783,-0.85656726,0.6769362
56,-0.057269923,0.61890817,-0.79721385,-0.2996875,0.0026218498,0.023490297,-0.22503273
57,0.31142497,-0.5338102,-0.07118974,0.060147814,0.2572194,0.35580745,-0.56232107
58,-0.76705706,0.6388384,0.166157,-0.37424326,0.775576,0.05783732,0.5896486
59,0.03375924,1.0303739,0.8776704,-0.12448207,0.48578548,0.32268798,0.6843158
60,-0.48246172,0.34302574,0.52921224,-0.87936974,-0.59162927,-1.0196161,-0.13470341
61,0.35877112,0.7511785,0.03704739,0.81430775,-0.6900507,-0.85169125,-0.02777385
62,0.19203272,-0.016347375,-1.0337211,-0.04456002,-0.65223473,0.33483627,0.18329912
63,-0.4699399,-0.25693345,-0.52960676,-0.03133955,0.47757116,-0.49286303,0.25202325
64,-0.26512882,-0.39643642,-0.05351518,-0.51762116,-0.27682465,-0.59893894,0.98236257
65,0.017631777,-0.34986275,0.10698996,-0.056164026,-0.1104848,0.30708334,0.37875384
66,-0.26525056,-0.28790912,-0.13752584,-1.1509606,-0.75759554,0.6834371,0.82248384
67,-0.12451802,0.2882785,0.15562508,1.5394404,0.55978745,-0.063958794,-0.4777702
68,-0.80322313,0.101731814,-0.37817538,-0.71112686,-0.32328644,-0.540774,0.8435708
69,0.4408199,-0.0039863205,0.73997205,0.038684152,-0.4306421,0.76156205,0.26945502
70,-0.51862305,-0.095169336,-0.43780914,-0.6913999,0.46308878,0.95470834,-0.6992838
71,0.2814846,-0.3253213,-0.2435627,-0.29619697,-0.4319954,0.024260813,-0.41547507
72,0.13522841,-0.025119055,-0.11947402,-0.45378184,-0.28838566,0.37769562,0.2504586
73,-0.4887776,0.04966615,0.37569356,-0.8347026,0.2716801,-0.33131188,0.28529933
74,-0.3816296,-0.902441,-0.81377125,0.024042474,0.12986125,-0.4521583,0.31929624
75,-0.83076,-0.033039898,-0.6055081,-0.32591805,0.023699336,-0.4302067,-0.19227777
76,0.5031464,-0.28844595,0.41784605,-0.5648534,0.26490209,0.7207843,-1.2358222
77,-0.39844763,0.28853607,-0.10152269,0.18557294,-0.3019926,0.043294895,-0.077838615
78,0.58389103,0.12721042,0.16880134,-0.20593849,-0.24380311,-0.21627909,0.19722608
79,-0.21049224,0.14488743,1.0377004,0.43556234,-0.16301176,0.600607,-0.20403768
80,-1.0190623,-0.50404316,-0.93539596,-0.17575674,0.00920919,0.8382186,0.16346368
81,-0.10955027,0.4147028,-1.1055677,0.11780728,0.3854326,-0.7392931,0.571877
82,0.16924821,-0.20764396,0.31639093,1.1353464,0.09093313,0.1241103,-0.22968045
83,-0.4249222,0.4151679,-0.4280419,0.03578312,-0.23882872,0.23948991,0.16683105
84,0.51877,-0.2550082,-0.13493747,-0.48938185,-0.22214663,0.18865025,0.37849432
85,-0.46108267,0.43480295,0.67781895,0.20671745,0.9383979,-0.3868946,-0.6223273
86,-0.88936013,0.74802214,0.32718283,-0.027792335,0.13998431,-0.5627445,1.222876
87,0.06461059,0.054697398,0.3628833,0.24050462,0.111942016,-0.39523724,0.23573418
88,0.94101226,0.67271,0.7965933,-0.25560784,-0.49480242,-0.06289346,0.027862456
89,0.5470958,-0.8462323,0.76477516,-0.07900395,-0.21344054,-0.5060522,-0.82742834
90,0.4115853,0.036658984,-0.64498043,-0.6475394,-0.16789235,0.83451074,-0.12979567
91,-0.7515715,-0.12287153,-0.13636178,-1.3484433,-0.027147433,-0.115467265,0.3481032
92,0.92447805,0.5632825,-0.13444434,-0.55326295,1.2866799,0.029609216,0.006964646
93,-0.012062544,0.09904238,-0.072180204,-0.286831,-0.27342948,-0.016376635,-0.2717124
94,-0.3564229,0.053215113,-0.12748861,0.7519965,-1.3254849,0.5457534,0.6230426
95,-1.0366951,-0.1713438,-0.18572043,-0.70375586,-0.38890836,-0.5552879,0.87613523
96,0.4678392,0.63577753,0.36083603,-0.5645259,-0.26226014,0.24468727,-0.6110639
97,0.35649922,-0.120162696,-0.1874104,0.35548,0.22213165,-0.18048309,0.5796649
98,-0.54053164,0.3079678,0.29655063,-0.15477322,0.1630665,-0.62555677,0.4620135
99,-0.092451066,-0.2613615,0.5245046,-0.35217184,-0.70423067,-0.7783146,0.30300498
100,-0.6402147,0.8773971,-1.0409647,0.84822816,0.10550874,-0.048356555,-0.27245954
101,0.19956806,-0.018817352,0.55165094,0.057113823,0.07515088,-0.1818061,-0.028472811
102,0.15390089,-0.8550842,-0.6740927,0.37163204,0.085432716,-0.09199167,0.009216966
103,0.17379086,-0.26987985,-0.38915235,0.09792263,-0.48918638,0.20412637,-0.8512918
104,0.5145778,0.23629874,0.12801486,0.4913455,0.8327372,0.50718504,-0.9204371
105,-0.6397885,-0.31240928,0.013045525,0.2588295,-0.36287192,0.09338338,-0.37769148
106,-0.3057589,-0.7033306,-0.46161664,-0.6758423,-0.48793662,0.5268209,-0.47469944
107,1.3161911,0.24665895,0.09241806,-0.4291789,0.35015494,-0.2878189,0.061004907
108,1.2800423,-0.048029948,0.57463664,-0.35158822,-0.017494245,0.8854003,-0.31348354
109,0.90622425,0.35387596,-0.2812334,0.31620386,0.48627722,0.31090498,-0.7851124
110,-0.36356857,-0.123759314,-0.037216716,0.31033605,0.0888505,-0.66767216,0.19009893
111,0.30529287,0.27989522,0.5403904,0.41696107,0.22959004,-0.035082854,-0.83048046
112,0.2148091,0.103843845,0.13578942,-0.63837427,-0.5405283,0.5265764,-0.019777577
113,0.34075034,0.014159188,0.01487807,0.4691419,-0.25802237,0.048060387,-0.23113765
114,-0.21724811,-0.15458606,0.111066885,-0.23937431,0.62787807,-0.44730365,-0.093435824
115,-0.21986553,0.7234889,0.09827739,0.51592225,-0.7427802,0.13352513,0.4448154
116,0.041141994,0.5327402,-0.25864422,0.7046737,1.1494491,-0.18141928,-0.22275126
117,0.72669226,0.7897861,-0.26143003,-0.21009341,-0.1408923,-0.67222524,-0.45932597
118,-0.50207037,-0.3838988,-0.017342445,0.11710737,0.77525026,-0.499177,0.49216118
119,-0.10699442,-0.024731854,0.33740973,-0.561361,0.19120488,0.08322611,0.24622563
120,0.14458433,1.22765,-0.31886998,-0.2654985,-0.31157026,-0.27773857,-0.31869358
121,0.5945083,0.7102521,-0.28537315,-0.41617778,0.23570777,-0.2761115,0.3164659
122,0.10146151,-0.75787205,0.7737526,0.89793885,-0.30639434,-0.19385079,0.1429327
123,0.1672284,0.32927215,1.0051023,-0.08847361,-0.3991486,-0.6896596,-0.36546502
124,-0.016563486,0.8972789,-0.25880566,0.111893974,-0.008211448,0.5941966,1.2634662
125,-0.26543438,-0.24471971,0.5220804,0.34094575,0.9233537,0.29196408,-0.17964604
126,0.29532743,0.5543518,0.4102411,0.25363702,0.53333735,0.5846478,0.6910795
127,0.32435495,-0.08355904,0.073356844,0.6032545,-0.40846783,0.18433665,-0.1966694
128,0.014372411,0.63922596,0.09554953,0.023218274,-0.67992806,0.37312678,0.3227421
129,1.0816274,-0.15388912,0.10957517,0.124691844,0.7887266,-0.047647767,0.13951077
130,0.30394825,0.09330456,-0.2232168,0.097045,0.5368159,-0.5132576,0.06648484
131,-0.3500604,0.59752333,-0.76159346,-0.27946094,0.18860593,0.782762,-0.03287513
132,-0.27759975,0.9405785,-0.72400695,-1.099403,0.22000723,-0.2510271,-0.5106164
133,0.35417822,0.12190036,-0.2820393,-0.6401522,0.43622866,0.3251006,-0.04958793
134,0.9233185,-0.5350424,-0.7627626,-0.34595403,-0.022793008,0.121669725,-0.12061803
135,0.1760277,-0.62576973,0.7218823,-0.04107559,0.55864793,0.17136267,0.22837661
136,0.28488365,0.22385427,0.3213614,0.6645763,0.09826058,0.35450187,-0.044867847
137,0.7200586,-0.33819616,0.9004702,-0.020078976,-0.7153875,0.06405221,-0.34052584
138,0.42032176,-0.32631198,-0.22309172,-0.94477034,-0.22615317,-1.2119397,-0.7919514
139,0.38020733,0.39290008,0.21272878,-0.48348808,-0.023855679,-0.0018012696,-0.5791823
140,0.75169915,0.43868116,-0.11048209,0.01344292,0.10419141,-1.0208675,-0.12358869
141,-0.34099212,-0.50081,-0.14055015,0.8988433,0.32042143,-0.2855895,0.2862914
142,0.6996777,0.46231684,0.029815186,-0.3234684,0.34911165,0.1967427,0.4475966
143,0.31758592,0.52477634,-0.2676176,0.658697,0.0987998,1.0376304,-0.3445939
144,0.8679819,0.09895539,-0.32570902,-0.24194291,-0.16017365,0.21208297,0.26141775
145,-0.28685,-0.012177296,1.0711352,0.86377156,0.21816184,0.01900174,0.060015664
146,0.306759,-0.5113963,-0.12868828,-0.83429205,0.19961156,0.32359797,-0.24159323
147,0.7869934,-0.61288285,-0.73218745,0.11222591,0.52354914,0.8419638,-0.22944213
148,0.53934044,-0.019254236,-0.08631365,0.44182998,0.32616144,-0.7881961,0.73827016
149,0.69004565,-0.31278136,0.19790177,0.24701509,0.13033688,-0.27515256,-0.33581167
150,-0.012777035,0.5863645,0.27180007,-0.18530716,0.38584936,-1.4242713,0.57438284
151,-0.8698569,-0.18122047,-0.55983496,-0.6473407,0.5804134,-0.2338506,0.17325194
152,-0.02346029,0.23852041,0.038410947,-0.6414961,0.49813342,-0.2468783,-0.7782909
153,-0.21405758,0.7503799,0.42511088,-0.17432606,-0.17462885,-0.16081752,1.038374
154,0.19096772,0.21502082,0.5151417,0.11939458,-0.12952107,-0.09817492,-0.03580063
155,-0.018611118,0.36381477,0.025972944,0.36632004,-0.04035829,0.039317597,-0.9991003
156,0.45816383,0.17324424,0.49900505,-1.4481277,1.0441873,-0.06979481,0.5540914
157,-0.51995295,0.30638695,-0.52670777,-0.3118845,0.9570157,-0.0953412,0.108716436
158,0.43503386,0.24784094,0.07520945,0.1824805,1.2017078,-0.028809398,0.10054953
159,0.5253272,0.552763,0.59351516,0.3193651,-0.57150245,0.8167158,-0.5731727
160,0.15131773,-0.37713793,-0.032069173,0.1643812,0.16067861,0.21096037,0.8068556
161,0.22676715,-0.122078314,0.4820436,0.59473526,-0.6138039,0.29870003,0.35058638
162,-0.14878175,0.6878534,-0.07502779,0.062788226,-0.086535916,0.007789524,-0.54813755
163,-0.7200254,0.79725254,-0.42348066,-0.4956962,-1.0766951,-0.31948087,-0.6615449
164,0.8210076,0.50490856,-0.34407517,1.126218,0.49088275,-0.1624157,-1.2497028
165,1.1454713,-0.69478625,-0.82269937,0.51128525,1.2198762,0.6921364,0.28195456
166,0.29737717,0.42670777,0.3794643,0.14059572,0.05210055,-0.031296562,-0.3769823
167,-0.14033754,-0.8464784,-0.049169812,-0.49429557,-0.55179465,0.089947075,0.6960012
168,0.4591583,-0.7852503,-0.49481407,0.47038558,-0.4912437,-0.11231658,0.27502605
169,-0.48417222,0.052687753,-0.66701275,-0.30068383,0.15989096,-0.79649687,0.22023737
170,-0.009818899,0.27624497,0.111957066,0.6820702,0.06261225,-0.21470277,0.06114875
171,0.271649,0.024430035,0.020295845,-0.35099584,-0.33145046,-0.70130265,0.87478834
172,-0.6219316,-0.3464526,-0.35920364,0.4474622,-0.14747484,0.623871,-0.33674532
173,0.13949709,-0.41767353,1.0725746,-0.59379923,0.15491036,0.31688845,0.20689955
174,-0.09264383,-0.06491035,0.021905735,-0.073501,0.48193955,1.1052614,-0.2787459
175,-0.6849015,-0.044141024,1.2898546,-0.4018373,0.8195584,0.8388504,-0.27679414
176,0.28449154,0.8141983,-0.18956387,-0.10179018,-0.29084045,-0.50737834,-0.32463878
177,-0.6119701,0.017041733,-0.3849866,0.116892956,-0.77794784,0.16544011,0.41676447
178,-0.99686784,0.18702829,0.6138345,-0.6048205,0.8362862,0.2095095,-0.35250592
179,-0.02788454,0.27916345,0.038002696,0.269378,-0.4603368,0.084680416,-0.70685726
180,-0.05561303,-0.45195383,-0.36776498,0.6180466,0.5456551,0.30456907,-0.5461564
181,-0.15820423,0.60654885,0.070858456,1.1596648,0.19665892,0.09602456,-0.15455823
182,0.06677045,-0.07623492,0.35405433,0.47835115,-0.39299473,-0.66561645,-0.9181027
183,0.25399566,-0.5516833,-1.0764453,0.1942893,1.2464998,-0.0030354557,0.4192454
184,0.04091468,-0.04944483,0.45953825,-0.14513727,0.13369615,0.1608489,-0.33404523
185,0.49602118,-0.08747988,-0.3778726,0.26825494,-0.44923398,0.014090579,-0.0045594983
186,0.54294777,0.23734912,-0.012513479,0.40888315,0.69510376,0.27890515,0.00517631
187,-0.6559181,-0.53255683,-0.15261236,-0.3047561,-0.09348565,0.028324962,0.26484638
188,-0.03524939,0.24325082,0.032237206,-0.9877333,-0.4696677,-0.07204378,-0.6048474
189,0.29996437,0.76537544,0.6093809,-0.10672144,0.74536306,0.07433373,-0.16854298
190,-0.30670133,-0.15123485,-0.19408841,0.08520811,0.08028699,0.0015230101,0.21846908
191,0.59532315,0.47477707,-0.742449,-1.2769606,0.46715996,-0.6834394,-0.1123827
192,-0.5850565,-0.90099025,0.27073136,0.37957758,-0.2882552,-1.2955211,-0.27312222
193,0.195902,-0.73945576,0.09167996,-0.0076549244,0.28964576,0.059790183,-0.48653448
194,0.59828573,-0.07926479,-0.01365227,-0.46663398,-0.22164112,-0.44240135,-0.08647303
195,0.8558542,-0.6859506,-0.8067807,0.73558515,-0.10466184,-0.33453637,0.51995236
196,-0.30280778,0.9130049,0.33896294,-0.2439557,1.078654,-0.30285746,0.37104768
197,0.1496463,0.6508706,0.7807556,0.016002074,-0.37670892,0.22998607,-0.33885768
198,1.0066936,0.068267666,-0.18266077,0.09234016,-0.6735631,-0.48580703,0.600207
199,-0.32844713,-0.5234555,0.26832637,0.59285206,0.35947666,0.49802384,-0.37839755
200,-0.7109053,0.7506668,-0.16133992,-0.1254165,0.6640971,0.278115,0.22794388
201,1.0825012,-0.3217591,0.46392006,0.028506562,0.13429613,0.7642342,0.25391787
202,0.26914805,0.5362537,-0.18247637,-0.41960484,-0.5224046,-0.9831783,1.0281036
203,-0.5516042,-0.11062681,-0.13840665,0.15370335,0.4078686,0.43023676,-0.29153872
204,-0.083560854,0.14128998,-0.12434556,0.8036728,0.24548748,0.36743888,0.33144063
205,0.5867369,0.09051078,-0.648416,0.19984397,-0.32567844,-0.26430833,0.29318202
206,0.6191415,0.010635789,0.1544165,0.8511075,0.12037659,1.3008416,0.2827548
207,-0.8803814,0.3766708,0.19057919,0.64487636,0.33659068,-0.06922799,-0.6121491
208,-0.104511626,-0.42526022,-0.29026172,0.2942892,0.83495224,0.19733576,-0.5979415
209,0.22230133,0.5983157,-0.30489144,-0.067008585,0.0073440974,-0.39244917,0.32414022
210,-0.060474075,0.20976622,-0.4437461,-0.21872915,0.36119068,-0.18641658,0.86348194
211,-0.19981809,0.112342365,0.46629542,-0.70918286,-0.8804044,-0.7628282,0.63129205
212,-0.27592906,1.2790996,-0.2821238,0.09227565,0.771055,1.0030464,1.0307518
213,0.60418314,0.51203126,0.2962635,0.38918054,-0.27559286,-0.40909943,-0.0016872287
214,-0.08509231,-0.22661403,0.34819373,0.4776526,0.04420344,0.73876506,-0.57084453
215,-0.09682973,-0.35841116,-0.9332683,-0.041340344,-0.060873754,0.7567249,0.31540585
216,-0.5120934,0.9270463,0.61051685,0.29104885,-0.11324205,-0.4797196,-0.18610339
217,0.5443743,0.94229317,0.77162176,-0.24442472,-0.55980873,0.07044312,-0.8842197
218,0.16158386,-0.073801294,-0.23301825,-0.79735154,0.25680006,-0.26635042,-0.58495843
219,-1.4361311,-0.013757452,0.8861258,0.8306296,-0.22854812,-0.30110604,0.23438713
220,-0.4991927,0.15089595,0.38304013,0.6134666,-0.05007704,-0.101836875,-0.4389913
221,-0.41344017,-0.113239445,0.18368275,0.45679232,-0.40158948,0.74634427,-0.1355618
222,-0.010683647,-0.37360585,-1.2121202,0.4420227,0.36842194,-0.14066377,0.03349536
223,0.25796962,-0.78127295,-0.26452634,0.39713234,-0.6271447,0.14677897,-0.6782909
224,0.23321499,-0.017820742,-0.8075659,0.5823697,-0.3672958,-0.4051262,0.1002846
225,0.57431865,-0.5079109,0.030839926,0.21440825,0.3465528,0.088220775,-0.18351392
226,-0.4137951,0.04307194,-0.5360695,-1.4606752,0.2182799,0.45196742,-1.1814662
227,-0.50486535,0.30957714,1.0287477,0.010396854,-0.36400148,-0.09144822,0.6874382
228,-0.3229821,-0.399596,-0.24137177,-0.4766643,0.061335158,0.81233925,0.16153964
229,-0.12617674,-0.14590563,-0.7815954,0.44155487,-0.0389186,-0.09023996,1.5965538
230,0.14937645,-0.37589553,-0.2131788,0.57422286,0.056635205,-0.719139,0.45961446
231,-0.33407205,0.9366489,0.54002404,-0.22366095,0.6405082,0.033927754,0.42638683
232,0.2423664,-0.42317832,-0.32177493,0.51498044,-0.16738766,-0.20182423,-0.4775613
233,0.21179953,1.0312625,-0.53376645,0.0121097285,0.7061103,-0.039820697,0.2261859
234,-0.5311968,0.21415354,-0.09357213,0.492865,0.593693,1.2947818,0.2898166
235,0.16289815,0.09719215,-0.17658314,0.16924192,-0.14770071,0.08423049,0.65879875
236,-0.5032713,0.56993926,0.65855753,-0.05903426,-1.0609274,-0.303911,0.6484973
237,-0.011434031,-0.4996511,-0.25238746,0.42031002,0.27336678,-0.11946605,-0.18341221
238,-0.19587907,-0.4612051,0.8076878,-0.16116023,0.6085793,0.760658,0.49915546
239,-0.21581015,0.20186505,-0.012097803,-0.45185092,0.16217963,-0.5895199,0.5938397
240,-0.23230866,0.10057983,0.14164394,-0.12945248,0.2933469,-0.23745182,0.43564865
241,-0.67298985,0.06318979,0.9694645,-0.50016564,-0.3388725,0.25695392,0.08979089
242,0.17531505,0.24459356,0.31736073,0.5548499,0.20490932,-0.12062883,0.33628684
243,0.949941,-0.06631687,-0.48726466,0.55354035,-0.06019058,-1.0863348,0.42371085
244,-0.2676641,-0.04526664,0.16599016,0.09524984,0.3547259,-0.21774319,0.2565529
245,-0.12977333,0.36940524,0.30768374,-0.46771935,0.54299104,-0.2679817,0.4040289
246,0.18364365,0.9190918,-0.11173299,-0.1746584,-0.009709803,-0.15158989,0.39997095
247,-0.8081553,-0.5268412,-0.53390145,0.4751538,0.8553067,-0.05222461,-0.08441086
248,0.03502608,0.5809392,-0.46367657,0.119184494,0.4875988,0.25054708,0.09479081
249,0.50052303,-1.3516161,0.33893767,-0.32703784,-0.91531646,0.2556013,0.68682927
250,-0.06872426,0.47643727,0.8061391,0.65745723,0.8199823,0.37106374,0.03771682
251,-0.8009829,-0.12303124,-0.4216233,1.0854714,-0.087942906,0.061602402,0.27574268
252,0.021801224,0.84752554,-0.3113247,0.097303726,-0.37123528,-0.66001123,-0.30588454
253,-0.0185184,-0.21465111,-0.34621048,-0.70315874,-0.041552786,-0.75236017,0.38002798
254,0.041219875,-0.72877574,-0.15460454,-0.3760782,0.15958725,0.6702252,-0.93758625
255,0.05751304,-0.0800664,0.33567002,0.10659832,-0.37598467,-0.15952697,-0.39801294
256,0.53800356,0.010655824,0.9505953,-0.030330407,-0.35420337,-0.7568572,-0.90156984
257,-0.79206795,0.13356332,0.25436252,-0.79059535,0.44751915,-0.24153052,0.073396504
258,0.8061103,0.44841966,-0.13426532,-0.4455961,-1.0759077,-0.35957667,-0.105565116
259,-0.49358976,-0.065628484,0.03842594,-0.112427995,-0.3250013,0.08432733,0.22097032
260,-0.5451995,0.7054662,-0.049294066,0.009424811,0.3541072,0.11660807,0.4765683
261,0.14356208,-0.30621868,0.18075176,-0.5718631,0.054279853,-0.016614996,-0.10405843
262,-0.06426875,-0.9409245,-0.27436244,0.04642245,0.0799282,-0.5138376,0.6328539
263,-0.43308744,0.4847286,0.21359718,-0.32311365,0.88765544,-0.5968184,0.45957708
264,0.50029117,-0.3353101,0.6962327,-0.12502326,0.14434682,0.13016091,-0.06715437
265,0.40540415,0.39674437,-0.87426597,0.6521701,-0.831246,0.5162731,0.5633526
266,-0.54548323,-0.20540714,-0.55285233,-0.10746051,-0.15401714,0.38983026,0.65515435
267,0.6978419,-0.281084,-0.104610935,-0.8417191,-0.40293503,0.4824258,0.8077914
268,-0.61717445,-0.29623213,-0.013202879,0.14008059,-0.40480176,0.21203052,-0.23691967
269,-0.0072261356,0.27314213,0.0032111348,-0.21819295,-0.054804903,-0.04418148,-0.18500552
270,-0.12939803,0.79932356,0.28045973,-0.14774016,0.3484772,-0.16690974,0.58656234
271,0.1848211,-0.053651072,0.22385846,-0.78543806,-0.56338376,-0.5969625,0.07147155
272,0.8662575,1.11565,0.31902555,0.25042224,-0.90052885,-0.2713369,-0.39389187
273,-0.3104238,-0.08407191,-0.23604529,-0.9896499,0.37395513,-0.5363715,0.11962343
274,1.0370413,-0.4596923,-1.2651438,-0.14300211,0.5504798,0.9791737,-0.6147748
275,0.2483496,-0.23265523,-0.052974176,1.3221717,-0.75148517,0.12686983,0.23384659
276,0.5428932,0.048991576,0.15402527,-0.19582428,0.13456348,-0.17159614,0.31078595
277,-0.18480517,0.1885502,-0.014631406,0.5630251,-0.025696862,-0.8865162,0.63096076
278,-0.45286614,-0.32688317,-0.29783064,0.687219,-1.0678371,1.5688742,0.5280284
279,0.11161946,-0.027447,0.14277704,0.26056123,0.3226078,0.27780223,0.044790342
280,-0.09866921,-0.07563664,-0.09745414,0.56688505,0.29677835,-1.4701943,0.3279504
281,0.0973681,-0.009354378,-0.19425923,0.56205636,0.47376323,-0.38643885,0.20352614
282,-0.48582837,-0.6898091,-0.3133586,0.43119675,0.47656253,0.2565427,0.3625479
283,0.25808915,-0.3207408,0.21596128,0.40020475,0.37714568,0.5944567,0.35415193
284,0.1757241,0.5350751,-0.01326063,-0.44093734,-0.081533484,-0.37245134,-0.33758914
285,-0.07225934,-0.39620996,-0.15398076,-0.9468073,0.10664685,0.0006027377,-0.4085443
286,0.32962283,0.46878508,-0.80377996,-0.38136238,-0.38457116,-0.46995154,0.41473743
287,-0.09691307,-0.13225742,-1.0019312,0.31770903,-0.6196292,0.029966315,0.13868847
288,0.6803293,-0.6544102,-1.5097561,0.09192477,0.9002556,0.61947316,0.104829706
289,-0.2458181,0.4035613,-0.4867731,0.23817888,0.25273508,0.53010494,1.37983
290,0.19620799,-0.25448182,-0.012787156,-0.88453794,-0.34735656,-0.20464122,-0.2620442
291,0.07617743,-0.41120997,0.56051534,0.00010353246,-0.0046501607,-0.16394736,0.07759534
292,0.41254914,-0.4335651,-0.32905823,-0.15186301,-0.6729355,-0.40962893,-0.23811044
293,0.4371946,0.13128066,0.096794955,0.42544898,-0.0686859,0.19523242,-0.051610876
294,0.13268118,-0.29137933,-1.2194086,-0.06713958,0.71137404,0.4631077,0.48269874
